smiles,O14757,O15379,O60674,O96017,P00533,P04626,P04629,P07949,P08069,P09874,P11309,P11362,P11802,P12931,P14902,P15056,P21802,P23458,P25025,P27361,P28907,P35354,P42345,P43405,P51679,P52333,P54760,P56524,P61073,Q00987,Q02750,Q04609,Q05397,Q06187,Q12884,Q13547,Q16832,Q86V86,Q8WUI4,Q92769,Q99835,Q9BY41,Q9UKV0,Q9UM73,Q9UQL6
CCn1ccc2cc(Nc3nccc(-n4cc(CN5CC(O)C5)c(C)n4)n3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CCn1ccc2cc(Nc3nccc(-n4cc(CN5CC(O)C5)c(C5CC5)n4)n3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CC(C)c1cccc(Nc2cc(NC3CS(=O)(=O)CCC3N)cnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
c1nc(Nc2ccc(-c3cnco3)cc2)c2cc(-c3cncs3)ccc2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1nc(NC2CCCCC2)c2cc(-c3cncs3)ccc2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1nc(NC2CCCC2)c2cc(-c3cncs3)ccc2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1cn(-c2ccc(Nc3ncnc4ccc(-c5cncs5)cc34)cc2)cn1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Nc2ncnc3ccc(-c4cncs4)cc23)cc1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1cc(Nc2ncnc3ccc(-c4cncs4)cc23)ccn1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
OC1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=c1cc(NC2CCOCC2)c2cc(-c3cncs3)ccc2[nH]1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ncnc3ccc(-c4cncs4)cc23)cc1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(Nc2ncnc3ccc(-c4cncs4)cc23)cc1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(Nc2ncnc3c(C(F)(F)F)cc(-c4cncs4)cc23)cc1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)N1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCCC(Nc2ncnc3ccc(-c4cncs4)cc23)C1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Fc1cccc(Nc2ncnc3ccc(-c4cncs4)cc23)c1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(Nc2ccnc3ccc(-c4cncs4)cc23)cc1Cl,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)cc(NC2CCOCC2)c2cc(-c3cncs3)ccc21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)cc(NC2CCC(O)CC2)c2cc(-c3cncs3)ccc21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clc1cccc(Nc2ncnc3ccc(-c4cncs4)cc23)c1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2cccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(F)cccc2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(F)cccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCCC(Nc2ncnc3ccc(-c4cncs4)cc23)C1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCCCC1Nc1ncnc2ccc(-c3cncs3)cc12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)C1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)cc(NC2CCC(C(=O)NC)CC2)c2cc(-c3cncs3)ccc21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(F)ccc(F)c2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(F)ccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(F)ccc(C)c2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(Cl)cccc2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c2cc(F)cc(C(N)=O)c2n1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cncs2)cc2c(Nc3ccc(F)c(Cl)c3)ncnc12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cncs2)cc2c(Nc3ccc(F)c(Cl)c3)nc(O)nc12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cncs2)cc2c(NC3CCOCC3)cc(=O)n(C)c12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cncs2)cc2c(NC3CCOCC3)cc(=O)[nH]c12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)Nc1ccc(Nc2ncnc3ccc(-c4cncs4)cc23)cc1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)C1CCC(Nc2ncnc3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COCCOC1CCC(Nc2nc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COCCOC1CCC(Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COCCOC1CCC(Nc2cc(=O)n(C)c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COCCOC1CCC(Nc2cc(=O)[nH]c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(Nc2nc(O)nc3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(Nc2nc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(Nc2cc(=O)n(C)c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(Nc2cc(=O)[nH]c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2nc(C)nc3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2nc(C)nc3c(C(F)(F)F)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2nc(C(F)(F)F)nc3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2cc(=O)n(C)c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2cc(=O)[nH]c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1CCC(Nc2cc(=O)[nH]c3c(C)cc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)cc(NC2CCC(OCCOC)CC2)c2cc(-c3cncs3)ccc21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COCCOC1CCC(Nc2cc(=O)[nH]c3ccc(-c4cncs4)cc23)CC1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)cc2c(c1O)C(=O)C1=C(C2=O)C(C)(C)OC1(O)C(=O)OC,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)cc2c(c1O)C(=O)C1=C(C2=O)C(C)(C)C(=O)C(C)(C(=O)OC)O1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)c1cccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)Cc1ccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN1C(=O)N(C)C(C(=O)OC)(C2=CC(=O)c3[nH]ccc3C2=O)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN1C(=O)N(C)C(C(=O)OC)(C2=CC(=O)c3[nH]cc(CCNC(=O)OCc4ccccc4)c3C2=O)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN1C(=O)N(C)C(C(=O)OC)(C2=CC(=O)c3[nH]cc(CCNC(=O)CCc4ccccc4)c3C2=O)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN1C(=O)C(C2=CC(=O)c3[nH]cc(CCN)c3C2=O)N(C)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC1C2=C(OC(C)(C)C1O)C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=NC(C)C)c2ccccc2C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C(O)C1Br,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C(NCc2ccccc2)C1O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C(N2CCOCC2)C1O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C=CC2=C(O1)C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C=CC2=C(O1)C(=O)c1cccc(O)c1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1cccc(NC(=NO)c2nonc2N)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccccc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2cccc(F)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2cccc(C)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)cc2F)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)c(Cl)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)c(Br)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)cc2c(c1O)C(=O)C1=C(C2=O)C(C)(C)OC1(OC)C(=O)OC,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)c(F)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)cc2c(c1O)C(=O)C1OC(C)(C(=O)OC)C(=O)C(C)(C)C1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(O)c2ccccc2c1O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)NCc1cc(Cl)ccc1Nc1cnn[nH]1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(NC(=O)NCc2cnc3scc(-c4ccc(Br)cc4)n23)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)C(=O)C1=C(C=CC(C)(C)O1)C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NNS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)NCc2cnc3scc(-c4ccc(Br)cc4)n23)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2c[nH]c3c2C2=NCCc4c[nH]c(c42)C3=O)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=CC(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1(C)C=CC2=C(O1)C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(C(=O)c2cccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)c2)CC1,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
CN1C(=O)N(C)C2(Oc3c(O)cc4c(c3C3=C2C(=O)c2c(CCN)c[nH]c2C3=O)CC[N+]4(C)C)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)N(C)C2(Oc3c(O)cc4c(c3C3=C2C(=O)c2c(CCN)c[nH]c2C3=O)C(O)C[N+]4(C)C)C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCc1ccc(O)c(O)c1C1=C(C2C(=O)N(C)C(=O)N2C)C(=O)c2c(CCN)c[nH]c2C1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(NC(=NO)c2nonc2N)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc(Nc2cnn[nH]2)ccc1Cl,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)c(Cl)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C(F)(F)F)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)c(F)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)c(C)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NNc2cc(Cl)cc(Cl)c2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(C(=O)c2cccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)c2)CC1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCNC1C2=C(OC(C)(C)C1O)C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nonc1C(=NO)Nc1cccc(F)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nonc1C(=NO)Nc1cccc(Cl)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nonc1C(=NO)Nc1cccc(Br)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nonc1C(=NO)Nc1ccc(F)c(Cl)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1c(C(=O)O)c2nc3c(C(=O)O)cccc3oc-2cc1=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)NCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNc1ccccc1,,,,,0,0,,,,,,,,,1,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
N=C(N)SCc1ccc(Cl)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N=C(N)SCc1ccc(Br)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(NC(=O)NCc2cnc3scc(-c4ccc(Br)cc4)n23)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(Nc2cn[nH]n2)ccc1Cl,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(C#N)=C1c2cc(S(N)(=O)=O)cc([N+](=O)[O-])c2-c2c1cc(S(N)(=O)=O)cc2[N+](=O)[O-],,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1cccc(-c2c[nH]nn2)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1Cn1nnc2c1C(=O)c1ccccc1C2=O,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Cc1cccc(NNS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NNS(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NNS(=O)(=O)c2ccc(C(=O)NCC(=O)O)cc2)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NNS(=O)(=O)c2ccc(C#N)cc2)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=NO)c2nonc2N)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1)NCc1cnc2scc(-c3ccc(Br)cc3)n12,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1cnc2scc(-c3ccc(Br)cc3)n12)Nc1ccc2c(c1)OCO2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oc1ccc(Cl)cc1-c1c[nH]nn1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(NNc1ccc(Br)cc1)c1ccccc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(NNc1ccc(Br)cc1)c1ccc(Br)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(CCc1ccccc1)NNc1ccccc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Cl)c1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2ccccc2C(=O)c2c1nnn2Cc1ccc(C(=O)N2CCOCC2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2cc(F)ccc2-n2c1nc1ccccc1c2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2cc(Br)ccc2-n2c1nc1ccccc1c2=O,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=CC(=O)c2ccccc21,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=CC(=O)c2c(O)cccc21,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=CC(=O)c2[nH]ccc21,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)COc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
